一级分类,二级分类,商品URL,商品名称,商店名称
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8504647.aspx,海信AI声控电视 43E3G,天猫商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8504642.aspx,海信大内存MEMC防抖电视 65E3K,天猫商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8504620.aspx,海信Vidda X55吋高刷高性能电视,天猫商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8504615.aspx,海信Vidda R55吋护眼语音电视,天猫商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8504614.aspx,NEW X55 4K144Hz大内存电视,天猫商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8504612.aspx,海信Vidda R50 Pro大内存电视,天猫商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8504601.aspx,海信大内存MEMC防抖电视 55E3K,天猫商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8504598.aspx,电视MEMC防抖3+64G 55英寸海信,天猫商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8504115.aspx,京东百亿补贴、plus会员：小米电视 65英寸2025款 120Hz 2+32GB 4K超高清 小米澎湃OS 金属全面屏平板电视Redmi A65 L65RB-RA,京东自营
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8503878.aspx,FFALCON雷鸟 鹏6 24款 55英寸游戏电视 4K超薄全面屏 MEMC 远场语音 3+64G 智能液晶平板游戏教育电视机 55英寸 鹏,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8503869.aspx,LG42英寸OLED42C3PCA 4K超高清全面屏专业旗舰电竞游戏电视120Hz高刷0.1ms低延迟适配PS5(42C2升级）,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8503844.aspx,FFALCON雷鸟 鹏6 24款 75英寸游戏电视 4K超薄全面屏 MEMC 远场语音 3+64G 智能液晶平板游戏教育电视机 75英寸 鹏,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8503782.aspx,plus会员：三星（SAMSUNG）75CU8000 75英寸 平板液晶电视 UA75CU8000JXXZ,京东自营
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8503135.aspx,酷开（coocaa）创维电视M系列 85英寸4K超清护眼全面屏 电视机排名前十名 投屏液晶平板K歌电视机75以旧换新M85,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8501078.aspx,京东百亿补贴、PLUS会员：FFALCON 雷鸟 鹤7 Max系列 85R675C 液晶电视 85英寸 4K,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8501689.aspx,新品预售、PLUS会员：TCL T7K系列 65T7K 液晶电视 65英寸 4K Mini LED,京东自营
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8501470.aspx,家装季：酷开创维电视Max 100英寸电视机4+128G一级能效1200nits4K超薄护眼平板巨幕大屏游戏会议电视Max100 100英寸,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8501079.aspx,新品发售、PLUS会员：Vidda 85V7N-Ultra Mini LED 液晶电视 85英寸 4K,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8495305.aspx,限地区、PLUS会员：LG 乐金 65QNED81CRA 超高清智能电视 65英寸,京东自营
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8486506.aspx,预售、PLUS会员：TCL  75T7K 75英寸 Mini LED  4K 平板电视机 以旧换新 75英寸,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8486418.aspx,预售、PLUS会员：华为 Vision智慧屏 4 SE 55英寸 Pura 70投屏好搭档 AI摄像头电视机HD55KUNL,京东自营
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8486368.aspx,预售、PLUS会员：华为 Vision 智慧屏 4 SE 75英寸 Pura 70投屏好搭档 AI摄像头电视机HD75KUNL,京东自营
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8486327.aspx,预售、PLUS会员：华为 Vision 智慧屏 4 SE 65英寸 Pura 70投屏好搭档 AI摄像头电视机HD65KUNL,京东自营
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8483746.aspx,PLUS会员、百亿补贴：Vidda 海信电视 Z100 100英寸 4G+128G 256分区 1000nit 144Hz 游戏智能液晶电视以旧换新98英寸+100V7K,京东自营
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8478190.aspx,预售、PLUS会员：华为Vision智慧屏 4 SE 55英寸 Pura 70投屏好搭档 AI摄像头超高清智能液晶超薄电视机HD55KUNL,京东自营
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8478133.aspx,预售、PLUS会员：华为Vision智慧屏 4 SE 65英寸 Pura 70投屏好搭档 AI摄像头超高清智能液晶超薄电视机HD65KUNL,京东自营
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8475889.aspx,预售、PLUS会员：华为Vision智慧屏 4 65英寸  Pura 70投屏搭档超高清液晶平板电视机HD6XQINA,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8342090.aspx,85寸的电视，有没有性价比推荐？,话题
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8452407.aspx,预售、PLUS会员：TCL 电视 85T7K 85英寸 4K 平板电视机 QLED量子点,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8452483.aspx,预售、PLUS会员：TCL 75T7K 75英寸  超薄 客厅液晶智能平板电视机,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8454625.aspx,预售、PLUS会员：华为 Vision 智慧屏 4 75英寸  Pura 70投屏搭档超高清液晶平板电视机HD7XQINA,京东自营
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8454527.aspx,预售、PLUS会员：华为 Vision 智慧屏 4 86英寸  70投屏搭档超高清液晶85寸电视机HD8XQINA,京东自营
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8306657.aspx,100寸2500？有什么套路。,话题
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8452360.aspx,预售、PLUS会员：TCL电视 55T7K 55英寸  客厅液晶智能平板电视机 55英寸 枪色,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8447569.aspx,预售、PLUS会员：TCL电视 98T7K 98英寸  4K液晶智能平板电视机100,京东自营
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8447549.aspx,预售、PLUS会员：TCL电视 85T7K 85英寸 客厅液晶智能平板游戏电视机,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8447527.aspx,预售、PLUS会员：TCL 电视 75T7K 75英寸  客厅液晶智能平板游戏电视机,京东自营
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8447501.aspx,再降价、预售、PLUS会员：TCL 55T7K 55英寸 卧室液晶智能平板游戏电视机,京东自营
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8447461.aspx,预售、PLUS会员：TCL  65T7K 65英寸 客厅液晶智能平板游戏电视机,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8297293.aspx,救命，怎么办，TCL也太差了吧,话题
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8404981.aspx,问一问大家，电视直播你们现在都怎么看的？原先买的盒子也不行,话题
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8291302.aspx,求大神推荐电视冰箱洗衣机,话题
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8186022.aspx,小米又把Mini LED电视价格打下来了？,话题
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8179695.aspx,小米电视S75 Mini LED 75英寸512分区1200nits 4GB+64GB【服务套装-送装一体含挂架】平板电视机,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8176413.aspx,FFALCON 雷鸟 雀5SE 32F175C 液晶电视 32英寸 4K,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8176252.aspx,coocaa 酷开 85P6E Mini LED 液晶电视 85英寸 4k 144Hz,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8175676.aspx,TCL电视雷鸟 雀4SE 32英寸 全高清 全面屏 1G+8G 智慧屏教育电视 游戏智能液晶超薄平板电视机 32英寸 32F165C 开机无,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8173901.aspx,Xiaomi 小米 L75M7-EA 液晶电视 75英寸 4K,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8170681.aspx,FFALCON 雷鸟 鹏6 24款 电视机75英寸 120Hz动态加速 高色域,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8170678.aspx,家装季、PLUS会员：酷开（coocaa）创维电视K6 65英寸 Mini LED 392分区 1600nits 4K 144Hz高刷 4+,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8169832.aspx,TCL Q9K系列 65Q9K 液晶电视 65英寸 4K Mini LED,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8169420.aspx,LG 乐金 OLED42C3PCA OLED电视 42英寸 4K,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8168941.aspx,HUAWEI 华为 Vision智慧屏 65英寸 120Hz超薄全面屏4K超高清 3GB+32GB HD65MILA,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8163176.aspx,索尼（SONY）XR-75X91L 75英寸 高性能游戏电视 (X90L进阶款) XR认知芯片 4K120Hz 智能摄像头 PS5理想搭档,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8157360.aspx,FFALCON 雷鸟 电视鹤7 24款75英寸MiniLED 2200nits1248分区4K144HZ高刷无线投屏液晶平板游戏电视机,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8156718.aspx,Hisense 海信 85E5N Pro 85英寸 ULED Mini LED 液晶平板电视机,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8156697.aspx,Hisense 海信 电视100E5N Pro 100英寸 ULED Mini LED 704分区 1600nits 游戏智慧屏 液晶平板巨,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8151932.aspx,电视天梯图来了！一图就看懂！,话题
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8149654.aspx,FFALCON雷鸟 鹤7 24款 75英寸 MiniLED 2200nits 1248分区 144Hz高刷 2.1声道60W音响 智能液晶平,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8144141.aspx,家装季、PLUS会员：家装季、PLUS会员：SKYWORTH 创维 85A4E 电视85英寸 追剧媲美MiniLED,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8142644.aspx,春焕新、家装季：TCLTCL电视 85C12H 2304分区 XDR3500nits TCL全域光晕控制技术 安桥2.2.2Hi-Fi音响,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8142109.aspx,家装季、PLUS会员：家装季、PLUS会员：SKYWORTH 创维 65A4E 电视65英寸,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8140387.aspx,买电视机：为什么懂行的人都说，买电视就选85英寸，不选75英寸？,话题
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8139976.aspx,Xiaomi 小米 MI） 55英寸 4K 平板液晶电视 金属全面屏 高清人工超薄智能WiFi投屏,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8139572.aspx,小米（MI）小米电视55英寸4K超高清金属全面屏智能家居互联液晶平板电视机 55英寸 高配版,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8136841.aspx,海信电视75E5K 75英寸 ULED 220分区144Hz 4+64GB 高色域 4K超高清智慧全面屏 智能液晶平板游戏电视机 75英寸,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8136243.aspx,FFALCON雷鸟鹤7MAX 85英寸电视144Hz 4+64GB 4K超高清液晶电视85R675C 85英寸,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8136220.aspx,小米智能电视 65英寸2024款 4K超高清远场语音全面屏液晶护眼平板电视 75英寸 电视版124*74cm,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8135913.aspx,小米智能电视 65英寸2024款 4K超高清远场语音全面屏液晶护眼平板电视 46英寸 电视版88*51cm,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8135891.aspx,小米智能电视 65英寸2024款 4K超高清远场语音全面屏液晶护眼平板电视 65英寸 电视版110*65cm,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8135768.aspx,TCL电视 65T7H 65英寸 HDR 1100nits 160分区 4K 144Hz 2.1声道音响 平板电视机 以旧换新 65英寸 枪,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8135211.aspx,小米智能电视 65英寸2024款 4K超高清远场语音全面屏液晶护眼平板电视 55英寸 电视版98*58cm,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8135089.aspx,TCL电视 55V8E 55英寸 120Hz MEMC防抖 2+32G 4K超高清 液晶平板电视机 京东小家 以旧换新 55英寸 官方标配,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8134887.aspx,海信电视55E5H 55英寸 多分区背光 120Hz高刷MEMC 4K超高清全面屏 智能液晶智慧屏游戏电视机 以旧换新,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8134248.aspx,TCL电视 75Q9K 75英寸 Mini LED 1248分区 XDR 2400nits QLED量子点 超薄客厅液晶智能平板游戏电视机,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8133614.aspx,春焕新、家装季、以旧换新：TCL电视 55T7H 55英寸 HDR 1100nits 120分区 4K 144Hz 2.1声道音响 平板电视,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8133434.aspx,FFALCON TCL雷鸟75英寸鹤6 24款 75S575C Pro游戏电视144Hz高刷4K超高清智能网络液晶平板电视 开机无广告 鹤6,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8133422.aspx,FFALCONTCL雷鸟电视鹏7PRO 55英寸 144Hz高刷 HDMI2.1 智慧屏 3+64GB 4K超高清超薄液晶电视55S575C,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8132996.aspx,FFALCON TCL雷鸟电视鹏7Pro 75英寸144hz刷新率AI远场语音全面屏4k高清智能液晶电视机75S575C 75英寸 鹏7 P,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8132030.aspx,小米（MI）小米电视S Pro 75英寸Mini LED 4K高清144Hz 高刷4GB+64GB大存储液晶平板电视机 75英寸 小米SPr,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8130612.aspx,小米电视A65 竞技版 120Hz高刷 2+32GB大存储 4K金属全面屏 65英寸液晶平板电视机L65MA-AC,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8130388.aspx,小米（MI）小米电视65英寸EA65 金属全面屏远场语音4K超高清智能家居互联教育电视机EAPRO65竞技 65英寸 Redmi AIX65,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8130377.aspx,FFALCON雷鸟 鹏6 24款 65英寸游戏电视 4K超薄全面屏 MEMC 远场语音 3+64G 智能液晶平板游戏教育电视机 65英寸 鹏,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8129730.aspx,FFALCON雷鸟鹤6 24款 65英寸游戏电视 144Hz高刷 4K超高清智能网络液晶平板电视机 开机无广告65S575C PRO 鹤6（,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8129720.aspx,FFALCON 雷鸟鹤6 24款 75英寸游戏电视 144Hz高刷 4K超高清智能网络液晶平板电视 开机无广告75S575C PRO 电视排,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8129692.aspx,FFALCON雷鸟 鹏6 24款 65英寸游戏电视 4K超薄全面屏 MEMC 远场语音 3+64G 智能液晶平板游戏教育电视机 65英寸 鹏,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8129677.aspx,FFALCON雷鸟 鹏6 24款 75英寸游戏电视 4K超薄全面屏 MEMC 远场语音 3+64G 智能液晶平板游戏教育电视机 75英寸 鹏,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8129185.aspx,FFALCON雷鸟 鹏6 24款 65英寸游戏电视 4K超薄全面屏 MEMC 远场语音 3+64G 智能液晶平板游戏教育电视机 65英寸 鹏,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8128602.aspx,小米电视 Redmi 智能电视 A65 65英寸 2024款 4K超高清远场语音 金属全面屏 液晶护眼平板电视L65RA-RA,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8128071.aspx,家装季：FFALCON雷鸟 鹏7PRO 55英寸游戏电视 144Hz高刷 HDMI2.1 4K超高清 3+64GB 超薄液晶平板电视机55S,京东自营
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8127266.aspx,小米电视 S Pro 65英寸 Mini LED 2200nits  896分区 4GB+64GB 小米澎湃OS系统 液晶电视机L65MA-,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8127148.aspx,FFALCON雷鸟 鹏6 24款 电视机75英寸 120Hz动态加速 高色域 3+64GB 智能游戏液晶平板电视以旧换新75S375C,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8126143.aspx,KKTV康.佳电视机4K大屏幕120hz大尺寸无边框55护眼防爆屏65超高清 42英寸 -防爆屏-电视版,京东商城
大家电、生活电器,电视,http://cu.manmanbuy.com/discuxiao_8119839.aspx,创维电视机65A3D 65英寸2+32GB远场语音4K超高清全面屏大内存护眼彩电液晶以旧换新电视 65英寸 远场语音,京东商城
